conversation_id,created_at,date,place,tweet,language,hashtags,cashtags,username,nlikes,nreplies,nretweets,reply_to,clean_tweet,lemma_tweet
1333560380958924806,1606780545000.0,2020-11-30 20:55:45,,Debemos anticipar desde el @CoreBioBio segunda ola #COVID__19 . Experiencia demuestra q es más violenta y letal q la primera. Vacuna no alcanzará a anticiparla. Debemos estar preparados para Enero 2021.,es,['covid__19'],[],santibanezlucho,0,0,0,"{'user_id': None, 'username': None}","['debemos', 'anticipar', 'segunda', 'ola', 'covid__19', 'experiencia', 'demuestra', 'q', 'violenta', 'letal', 'q', 'primera', 'vacuna', 'alcanzará', 'anticiparla', 'debemos', 'preparados', 'enero', '2021']","['debemos', 'anticipar', 'segunda', 'ola', 'covid__19', 'experiencia', 'demostrar', 'q', 'violentar', 'letal', 'q', 'primera', 'vacuna', 'alcanzar', 'anticiparla', 'debemos', 'preparado', 'enero', '2021']"
1333531280621842440,1606780201000.0,2020-11-30 20:50:01,,"@J_moralesgomez @DrEnriqueParis El recorrido de #Concepción #BusesTucapel tiene 7 choferes contagiados por #Covid_19 confirmados hoy, ojo ahí con la gente que toma esos buses  @biobio",es,"['concepción', 'busestucapel', 'covid_19']",[],julietvillac,0,0,1,"{'user_id': '68708509', 'username': 'J_moralesgomez'}","['_moralesgomez', 'recorrido', 'concepción', 'busestucapel', '7', 'choferes', 'contagiados', 'covid_19', 'confirmados', 'hoy', 'ojo', 'ahí', 'gente', 'toma', 'buses']","['_', 'recorrido', 'concepción', 'busestucapel', '7', 'choferes', 'contagiado', 'covid_19', 'confirmado', 'hoy', 'ojo', 'ahí', 'gente', 'tomar', 'bus']"
1333549619960107008,1606777980000.0,2020-11-30 20:13:00,,China anunció la suspensión temporal de las importaciones de mariscos chilenos tras detectar presencia de Covid-19 en paquetes de centollas. Esta industria no ha parado su producción durante la pandemia y ha expuesto a trabajadoras/es a contagios  https://t.co/V4wLph07EB,es,[],[],rsumen,8,0,8,"{'user_id': None, 'username': None}","['china', 'anunció', 'suspensión', 'temporal', 'importaciones', 'mariscos', 'chilenos', 'tras', 'detectar', 'presencia', 'covid', '19', 'paquetes', 'centollas', 'industria', 'parado', 'producción', 'pandemia', 'expuesto', 'trabajadoras', 'contagios']","['china', 'anunciar', 'suspensión', 'temporal', 'importación', 'marisco', 'chilenos', 'tras', 'detectar', 'presencia', 'covir', '19', 'paquete', 'centollas', 'industria', 'parado', 'producción', 'pandemia', 'expuesto', 'trabajador', 'contagio']"
1333543572163997701,1606776538000.0,2020-11-30 19:48:58,,"Estoy a unas cuadras de la udec, aún así no iba por covid 🥲",es,[],[],aguafiestasrex,0,0,0,"{'user_id': None, 'username': None}","['unas', 'cuadras', 'udec', 'aún', 'así', 'iba', 'covid']","['uno', 'cuadra', 'udec', 'aún', 'así', 'iba', 'covir']"
1333541417826836480,1606776024000.0,2020-11-30 19:40:24,,📺📽 Finalizamos la jornada conversando con el canal #ACTV de #Coihueco sobre el funcionamiento de los servicios dependientes del @MinjuDDHH durante la pandemia de #Covid_19 y proyecto de ley que reforma el sistema notarial y registral  https://t.co/KTT8rPInfy,es,"['actv', 'coihueco', 'covid_19']",[],Minjudhnuble,8,0,1,"{'user_id': None, 'username': None}","['finalizamos', 'jornada', 'conversando', 'canal', 'actv', 'coihueco', 'funcionamiento', 'servicios', 'dependientes', 'pandemia', 'covid_19', 'proyecto', 'ley', 'reforma', 'sistema', 'notarial', 'registral']","['finalizamos', 'jornada', 'conversar', 'canal', 'actv', 'coihueco', 'funcionamiento', 'servicio', 'dependiente', 'pandemia', 'covid_19', 'proyecto', 'ley', 'reforma', 'sistema', 'notarial', 'registral']"
1333541348822093831,1606776008000.0,2020-11-30 19:40:08,,NUEVO IMPLEMENTO SANITARIO😷 | Máquina nueva que detecta presencia de coronavirus llegó a Chile.  https://t.co/pNZxLN1Txa  #LPEMNoticias #COVID-19,es,"['lpemnoticias', 'covid']",[],lpemnoticias,0,0,1,"{'user_id': None, 'username': None}","['nuevo', 'implemento', 'sanitario', 'máquina', 'nueva', 'detecta', 'presencia', 'coronavirus', 'llegó', 'chile', 'lpemnoticias', 'covid', '19']","['nuevo', 'implemento', 'sanitario', 'máquina', 'nueva', 'detectar', 'presencia', 'coronavirus', 'llegar', 'chile', 'lpemnoticias', 'covir', '19']"
1333535683970019328,1606774657000.0,2020-11-30 19:17:37,,"Con esta imagen deja la claro la postura de este ""GOBIERNO"" sobre el covid 19 a nivel internacional 👇.  https://t.co/EjZoxU9c6J",es,[],[],Alejo_ferradaf,0,0,0,"{'user_id': None, 'username': None}","['imagen', 'deja', 'claro', 'postura', 'gobierno', 'covid', '19', 'nivel', 'internacional']","['imagen', 'dejar', 'claro', 'postura', 'gobierno', 'covir', '19', 'nivel', 'internacional']"
1333531516660543497,1606773664000.0,2020-11-30 19:01:04,,"Qué triste que el future nostalgia que fue hecho para ser escuchado en vivo y en carretes en todo el mundo haya salido justo este año de pandemia, maldito covid",es,[],[],mortaguayo,8,0,0,"{'user_id': None, 'username': None}","['triste', 'future', 'nostalgia', 'hecho', 'ser', 'escuchado', 'vivo', 'carretes', 'mundo', 'salido', 'justo', 'año', 'pandemia', 'maldito', 'covid']","['triste', 'future', 'nostalgia', 'hecho', 'ser', 'escuchado', 'vivo', 'carretes', 'mundo', 'salido', 'justo', 'año', 'pandemia', 'maldito', 'covir']"
1333525721659092992,1606772282000.0,2020-11-30 18:38:02,,"Son ahora 690 los hospitalizados asociados al coronavirus, de ellos 564 en ventilación mecánica, 68 en estado crítico. 301 ventiladores disponibles y se realizaron 37.496 exámenes PCR, 5.333.453 en total  https://t.co/HfEtzlleqs",es,[],[],S_Schwartzmann,1,0,4,"{'user_id': None, 'username': None}","['ahora', '690', 'hospitalizados', 'asociados', 'coronavirus', '564', 'ventilación', 'mecánica', '68', 'crítico', '301', 'ventiladores', 'disponibles', 'realizaron', '37', '496', 'exámenes', 'pcr', '5', '333', '453', 'total']","['ahora', '690', 'hospitalizado', 'asociado', 'coronavirus', '564', 'ventilación', 'mecánica', '68', 'crítico', '301', 'ventilador', 'disponible', 'realizar', '37', '496', 'examen', 'pcr', '5', '333', '453', 'total']"
1333524542824865797,1606772144000.0,2020-11-30 18:35:44,,"@MatiasAlarconL El Covid lo hizo mierda, literal",es,[],[],MarceloAlfaro2,9,0,0,"{'user_id': '299398610', 'username': 'MatiasAlarconL'}","['covid', 'hizo', 'mierda', 'literal']","['covir', 'hacer', 'mierda', 'literal']"
