created_at,date,place,tweet,language,hashtags,cashtags,username,nlikes,nreplies,nretweets,reply_to,clean_tweet,lemma_tweet,clean_tag,lemma_tag
1605581426000.0,2020-11-16 23:50:26,,@presidencia_cl por favor #ElFueroMaternalSeRespetaNoAFC  #ExtensiónPostnatalDeEmergencia  @sebastianpinera @ceciliamorel. Mis amigas tienen que ir a dejar a la sala cuna sus bebes???? El rebrote es inminente. En #TARAPACÁ aumentan los casos de #Covid_19,es,"['elfueromaternalserespetanoafc', 'extensiónpostnataldeemergencia', 'tarapacá', 'covid_19']",[],javi_mamasalla,2,0,4,"{'user_id': '843106556447281154', 'username': 'presidencia_cl'}","['_cl', 'favor', 'elfueromaternalserespetanoafc', 'extensiónpostnataldeemergencia', 'amigas', 'ir', 'dejar', 'sala', 'cuna', 'bebes', 'rebrote', 'inminente', 'tarapacá', 'aumentan', 'casos', 'covid_19']","['_', 'favor', 'elfueromaternalserespetanoafc', 'extensiónpostnataldeemergencia', 'amigo', 'ir', 'dejar', 'sala', 'cuna', 'bebes', 'rebrote', 'inminente', 'tarapacá', 'aumentan', 'caso', 'covid_19']","[1, 1, 16]","[2, 2, 16]"
1605527228000.0,2020-11-16 08:47:08,,"@connisofi Yo quede en las dos últimas temporadas o solo una. Pero, cachaste que el ultimo capituló lo estrenaron en octubre por culpa del Covid. MESES SIN SABER QUE WEA PASÓ.",es,[],[],TutuEspinozaV,1,1,0,"{'user_id': '1281085294209613824', 'username': 'connisofi'}","['quede', 'dos', 'últimas', 'temporadas', 'solo', 'cachaste', 'ultimo', 'capituló', 'estrenaron', 'octubre', 'culpa', 'covid', 'meses', 'saber', 'wea', 'pasó']","['quedar', 'dos', 'ulterior', 'temporada', 'solo', 'cachaste', 'ultimo', 'capitular', 'estrenar', 'octubre', 'culpa', 'covir', 'mes', 'saber', 'wea', 'pasar']","[0, 1, 16]","[0, 2, 16]"
1605392328000.0,2020-11-14 19:18:48,,"✔️🌊⛱Esta tarde, junto a personal de la @Armada_IVZN, fiscalizamos en playa #Cavancha el cumplimiento de las medidas sanitarias y la cuarentena de fines de semana para evitar la transmisión del #coronavirus   #CuidémonosEntreTodos #Iquique  https://t.co/3JsRhLEHpM",es,"['cavancha', 'coronavirus', 'cuidémonosentretodos', 'iquique']",[],SeremiSalud_I,30,1,10,"{'user_id': None, 'username': None}","['tarde', 'junto', 'personal', '_ivzn', 'fiscalizamos', 'playa', 'cavancha', 'cumplimiento', 'medidas', 'sanitarias', 'cuarentena', 'fines', 'semana', 'evitar', 'transmisión', 'coronavirus', 'cuidémonosentretodos', 'iquique']","['tarde', 'junto', 'personal', '_', 'fiscalizamos', 'playa', 'cavancha', 'cumplimiento', 'medido', 'sanitarias', 'cuarentena', 'fin', 'semana', 'evitar', 'transmisión', 'coronavirus', 'cuidémonosentretodos', 'iquique']","[1, 2, 18]","[1, 2, 18]"
1605371795000.0,2020-11-14 13:36:35,,▶️Autoridades dan a conocer el reporte actualizado al 14 de noviembre sobre la situación del #Covid_19 en la región de #Tarapacá  #Iquique #AltoHospicio #Tamarugal #CuidémonosEntreTodos #PlanCoronavirus,es,"['covid_19', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']",[],SeremiSalud_I,0,0,0,"{'user_id': None, 'username': None}","['autoridades', 'dan', 'conocer', 'reporte', 'actualizado', '14', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","['autoridad', 'dan', 'conocer', 'reporte', 'actualizado', '14', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","[0, 1, 16]","[1, 1, 16]"
1605365371000.0,2020-11-14 11:49:31,,📌El equipo de la @SeremiSalud_I ya está en plaza Arica de #Iquique tomando exámenes de PCR a la comunidad e informando sobre las medidas preventivas que deben tener en cuenta en ferias y lugares públicos para evitar la transmisión del #coronavirus. ¡Estaremos hasta las 13 horas!  https://t.co/JrwDHFcPES,es,"['iquique', 'coronavirus']",[],SeremiSalud_I,9,1,11,"{'user_id': None, 'username': None}","['equipo', '_i', 'plaza', 'arica', 'iquique', 'tomando', 'exámenes', 'pcr', 'comunidad', 'informando', 'medidas', 'preventivas', 'deben', 'tener', 'cuenta', 'ferias', 'lugares', 'públicos', 'evitar', 'transmisión', 'coronavirus', '13', 'horas']","['equipo', '_', 'plaza', 'arica', 'iquique', 'tomar', 'examen', 'pcr', 'comunidad', 'informar', 'medido', 'preventivo', 'deber', 'tener', 'contar', 'feria', 'lugar', 'públicos', 'evitar', 'transmisión', 'coronavirus', '13', 'horas']","[1, 1, 23]","[2, 3, 23]"
1605352108000.0,2020-11-14 08:08:28,,"Foto sacada el 13 de noviembre de 2018, mi madre falleció el 12 de febrero de 2019. Aun sufro por su partida, no imagino cuanto duele una muerte por covid😪🥺",es,[],[],MarceVe95102261,1,0,0,"{'user_id': '1216891451117916161', 'username': 'MarceVe95102261'}","['foto', 'sacada', '13', 'noviembre', '2018', 'madre', 'falleció', '12', 'febrero', '2019', 'aun', 'sufro', 'partida', 'imagino', 'cuanto', 'duele', 'muerte', 'covid']","['foto', 'sacado', '13', 'noviembre', '2018', 'madre', 'fallecer', '12', 'febrero', '2019', 'aun', 'sufrir', 'partida', 'imagino', 'cuanto', 'dolar', 'muerte', 'covir']","[0, 1, 18]","[0, 2, 18]"
1605351955000.0,2020-11-14 08:05:55,,"Esta foto de mi madre y mia, me hace pensar en las mas de 20.000 muertes asociadas al covid, y especialmente sus familias. A quienes han perdido a un familiar en las ultimas 24 horas y desde marzo, estando hospitalizados o en sus casas. Mis mas sinceras condolencias ❣😔  https://t.co/WmYLHvMnY0",es,[],[],MarceVe95102261,1,1,0,"{'user_id': None, 'username': None}","['foto', 'madre', 'mia', 'hace', 'pensar', 'mas', '20', '000', 'muertes', 'asociadas', 'covid', 'especialmente', 'familias', 'perdido', 'familiar', 'ultimas', '24', 'horas', 'marzo', 'hospitalizados', 'casas', 'mas', 'sinceras', 'condolencias']","['foto', 'madre', 'mia', 'hace', 'pensar', 'mas', '20', '000', 'muerte', 'asociado', 'covir', 'especialmente', 'familia', 'perdido', 'familiar', 'ultimas', '24', 'horas', 'marzo', 'hospitalizado', 'casa', 'mas', 'sincero', 'condolencia']","[2, 0, 24]","[7, 1, 24]"
1605305508000.0,2020-11-13 19:11:48,,"Tu equipo pierde 5-0 con escándalo, Vidal se agarra con Bravo y  expulsan a los dos, a Pulgar le da covid en el entre tiempo y suspenden el Nacional para los próximos partidos de Chile.",es,[],[],ElitoCorrales,0,1,0,"{'user_id': None, 'username': None}","['equipo', 'pierde', '5', '0', 'escándalo', 'vidal', 'agarra', 'bravo', 'expulsan', 'dos', 'pulgar', 'da', 'covid', 'tiempo', 'suspenden', 'nacional', 'próximos', 'partidos', 'chile']","['equipo', 'perder', '5', '0', 'escándalo', 'vidal', 'agarra', 'bravo', 'expulsan', 'dos', 'pulgar', 'da', 'covir', 'tiempo', 'suspenden', 'nacional', 'próximos', 'partido', 'chile']","[0, 1, 19]","[0, 2, 19]"
1605229631000.0,2020-11-12 22:07:11,,Es un virus tan contagioso como el covid.,es,[],[],JuanLafertte,0,0,0,"{'user_id': None, 'username': None}","['virus', 'tan', 'contagioso', 'covid']","['virus', 'tan', 'contagioso', 'covir']","[0, 2, 4]","[0, 2, 4]"
1605199949000.0,2020-11-12 13:52:29,,🔴Autoridades confirman 52 nuevos casos de #COVID_19 en #Tarapaca   ◾Total casos positivos: 13.318  👨🏻Hombres: 7.422👩🏻Mujeres: 5.896  #Iquique: 7.586 #AltoHospicio: 3.718 #Pica: 381 #PozoAlmonte: 1.098 #Huara:156 #Camiña: 64 #Colchane:100 Otras comunas:215  #CuidémonosEntreTodos  https://t.co/IGTECDaNd7,es,"['covid_19', 'tarapaca', 'iquique', 'altohospicio', 'pica', 'pozoalmonte', 'huara', 'camiña', 'colchane', 'cuidémonosentretodos']",[],SeremiSalud_I,1,2,2,"{'user_id': None, 'username': None}","['autoridades', 'confirman', '52', 'nuevos', 'casos', 'covid_19', 'tarapaca', 'total', 'casos', 'positivos', '13', '318', 'hombres', '7', '422', 'mujeres', '5', '896', 'iquique', '7', '586', 'altohospicio', '3', '718', 'pica', '381', 'pozoalmonte', '1', '098', 'huara', '156', 'camiña', '64', 'colchane', '100', 'comunas', '215', 'cuidémonosentretodos']","['autoridad', 'confirman', '52', 'nuevo', 'caso', 'covid_19', 'tarapaca', 'total', 'caso', 'positivo', '13', '318', 'hombre', '7', '422', 'mujer', '5', '896', 'iquique', '7', '586', 'altohospicio', '3', '718', 'pica', '381', 'pozoalmonte', '1', '098', 'huara', '156', 'camiña', '64', 'colchane', '100', 'comuna', '215', 'cuidémonosentretodos']","[0, 0, 38]","[1, 2, 38]"
1605199706000.0,2020-11-12 13:48:26,,▶️Autoridades dan a conocer el reporte actualizado al 12 de noviembre sobre la situación del #Covid_19 en la región de #Tarapacá  #Iquique #AltoHospicio #Tamarugal #CuidémonosEntreTodos #PlanCoronavirus,es,"['covid_19', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']",[],SeremiSalud_I,0,0,0,"{'user_id': None, 'username': None}","['autoridades', 'dan', 'conocer', 'reporte', 'actualizado', '12', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","['autoridad', 'dan', 'conocer', 'reporte', 'actualizado', '12', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","[0, 1, 16]","[1, 1, 16]"
1605193429000.0,2020-11-12 12:03:49,,"CALENDARIO BAC 🩺 | ¡La cuarentena en #Arica terminó, pero el #coronavirus no! Revisa los puntos donde el equipo de la Dirección de Salud Municipal estará HOY, jueves 12 de noviembre, para realizar el examen de #PCR de forma gratuita ⬇️  https://t.co/7OOM5cAqAT  https://t.co/7iTaeUIP26",es,"['arica', 'coronavirus', 'pcr']",[],MuniArica,10,1,7,"{'user_id': None, 'username': None}","['calendario', 'bac', 'cuarentena', 'arica', 'terminó', 'coronavirus', 'revisa', 'puntos', 'equipo', 'dirección', 'salud', 'municipal', 'hoy', 'jueves', '12', 'noviembre', 'realizar', 'examen', 'pcr', 'forma', 'gratuita']","['calendario', 'bac', 'cuarentena', 'arica', 'terminar', 'coronavirus', 'revisa', 'punto', 'equipo', 'dirección', 'salud', 'municipal', 'hoy', 'jueves', '12', 'noviembre', 'realizar', 'examen', 'pcr', 'forma', 'gratuito']","[3, 1, 21]","[3, 1, 21]"
1605186367000.0,2020-11-12 10:06:07,,"Claro, como el drama de recibir anticipadamente la vacuna más efectiva contra el covid-19",es,[],[],FelipeValdeb,0,0,0,"{'user_id': None, 'username': None}","['claro', 'drama', 'recibir', 'anticipadamente', 'vacuna', 'efectiva', 'covid', '19']","['claro', 'drama', 'recibir', 'anticipadamente', 'vacuna', 'efectivo', 'covir', '19']","[1, 0, 8]","[2, 0, 8]"
1605055276000.0,2020-11-10 21:41:16,,"AUTOCUIDADO 💙 | Porque en #Arica no queremos volver a cuarentena, estamos entregando en distintos puntos de la ciudad donde se realizan exámenes PCR, kits de sanitizacion para fortalecer las medidas de prevención y evitar los contagios por coronavirus.  #Vamospormas cuidados 😷  https://t.co/3B370Uv5nq",es,"['arica', 'vamospormas']",[],Dideco_ima,13,1,4,"{'user_id': None, 'username': None}","['autocuidado', 'arica', 'queremos', 'volver', 'cuarentena', 'entregando', 'distintos', 'puntos', 'ciudad', 'realizan', 'exámenes', 'pcr', 'kits', 'sanitizacion', 'fortalecer', 'medidas', 'prevención', 'evitar', 'contagios', 'coronavirus', 'vamospormas', 'cuidados']","['autocuidado', 'arica', 'quer', 'volver', 'cuarentena', 'entregar', 'distintos', 'punto', 'ciudad', 'realizan', 'examen', 'pcr', 'kits', 'sanitizacion', 'fortalecer', 'medido', 'prevención', 'evitar', 'contagio', 'coronavirus', 'vamospormas', 'cuidado']","[2, 1, 22]","[2, 3, 22]"
1605051839000.0,2020-11-10 20:43:59,,"He dado positivo en el covid.   Me inyectaron algo, tengo miedo a que estén experimentando conmigo en una de esas vacunas.",es,[],[],agilidoso,32,5,1,"{'user_id': None, 'username': None}","['dado', 'positivo', 'covid', 'inyectaron', 'miedo', 'experimentando', 'conmigo', 'vacunas']","['dado', 'positivo', 'covir', 'inyectar', 'miedo', 'experimentar', 'conmigo', 'vacuno']","[0, 1, 8]","[0, 1, 8]"
1605014177000.0,2020-11-10 10:16:17,,#SigamosAprendiendo 🏫 El Seremi de Educación @clacham conversa con Carla Bruna en @UnapRadio 101.9 📻 informando a la comunidad regional sobre las medidas de apoyo @Mineduc a las comunidades educativas para enfrentar el Covid 19.  Escucha en ➡️  https://t.co/CZfWT2c6CG  https://t.co/54HiBqKPks,es,['sigamosaprendiendo'],[],seremieduc01,8,0,5,"{'user_id': None, 'username': None}","['sigamosaprendiendo', 'seremi', 'educación', 'conversa', 'carla', 'bruna', '101', '9', 'informando', 'comunidad', 'regional', 'medidas', 'apoyo', 'comunidades', 'educativas', 'enfrentar', 'covid', '19', 'escucha']","['sigamosaprendiendo', 'seremi', 'educación', 'converso', 'carla', 'bruna', '101', '9', 'informar', 'comunidad', 'regional', 'medido', 'apoyo', 'comunidad', 'educativo', 'enfrentar', 'covir', '19', 'escucha']","[1, 0, 19]","[3, 0, 19]"
1604972014000.0,2020-11-09 22:33:34,"{'type': 'Point', 'coordinates': [-20.2415, -70.1342]}","#Iquique #Chile #AltoHospicio #PCR #CoronaVirus #Covid_19 🏥👩‍⚕️👨‍⚕️🚑 en Iquique, Chile  https://t.co/Jx7pFeWThC",es,"['iquique', 'chile', 'altohospicio', 'pcr', 'coronavirus', 'covid_19']",[],xime_vr,0,0,0,"{'user_id': None, 'username': None}","['iquique', 'chile', 'altohospicio', 'pcr', 'coronavirus', 'covid_19', 'iquique', 'chile']","['iquique', 'chile', 'altohospicio', 'pcr', 'coronavirus', 'covid_19', 'iquique', 'chile']","[0, 0, 8]","[0, 0, 8]"
1604971875000.0,2020-11-09 22:31:15,"{'type': 'Point', 'coordinates': [-20.2415, -70.1342]}","#Iquique #Chile #CoronaVirus #PCR #Covid_19 👩‍⚕️🚑👨‍⚕️🏥 en Iquique, Chile  https://t.co/uRZWCPMY9Z",es,"['iquique', 'chile', 'coronavirus', 'pcr', 'covid_19']",[],xime_vr,0,0,0,"{'user_id': None, 'username': None}","['iquique', 'chile', 'coronavirus', 'pcr', 'covid_19', 'iquique', 'chile']","['iquique', 'chile', 'coronavirus', 'pcr', 'covid_19', 'iquique', 'chile']","[0, 0, 7]","[0, 0, 7]"
1604938681000.0,2020-11-09 13:18:01,,Pruebas de vacunas 💉 contra el covid 🦠 muestra eficacia del 90% 10 millones de unidades están aseguradas para chile 🇨🇱 #iquique,es,['iquique'],[],efrainleandro,0,0,0,"{'user_id': None, 'username': None}","['pruebas', 'vacunas', 'covid', 'muestra', 'eficacia', '90', '10', 'millones', 'unidades', 'aseguradas', 'chile', 'iquique']","['prueba', 'vacuno', 'covir', 'muestra', 'eficacia', '90', '10', 'millón', 'unidad', 'asegurado', 'chile', 'iquique']","[1, 0, 12]","[2, 0, 12]"
1604887873000.0,2020-11-08 23:11:13,,"Soy súper maricona respecto al COVID, me cuesta estar con más gente ... el otro día fui a almorzar con una clienta y cache que tenía como 20 hueones invitados; Me fui.",es,[],[],iamcamiila,0,0,1,"{'user_id': None, 'username': None}","['súper', 'maricona', 'respecto', 'covid', 'cuesta', 'gente', 'día', 'almorzar', 'clienta', 'cache', '20', 'hueones', 'invitados']","['súper', 'maricona', 'respecto', 'covir', 'cuesta', 'gente', 'día', 'almorzar', 'clienta', 'cache', '20', 'hueones', 'invitado']","[0, 0, 13]","[0, 0, 13]"
1604884410000.0,2020-11-08 22:13:30,"{'type': 'Point', 'coordinates': [-20.2415, -70.1342]}","Se acabó el finde!!!! 😭😭😭 y bue... una nueva semana bien intensa it’s coming... 😵😵😵 #iquique #tarapaca #cuarentena #pandemia #covid_19 en Iquique, Chile  https://t.co/cIlfIznzHP",es,"['iquique', 'tarapaca', 'cuarentena', 'pandemia', 'covid_19']",[],femansilla,2,0,0,"{'user_id': None, 'username': None}","['acabó', 'finde', 'bue', 'nueva', 'semana', 'bien', 'intensa', 'it', 's', 'coming', 'iquique', 'tarapaca', 'cuarentena', 'pandemia', 'covid_19', 'iquique', 'chile']","['acabar', 'finde', 'bue', 'nueva', 'semana', 'bien', 'intensa', 'it', 's', 'coming', 'iquique', 'tarapaca', 'cuarentena', 'pandemia', 'covid_19', 'iquique', 'chile']","[0, 1, 17]","[0, 1, 17]"
1604882844000.0,2020-11-08 21:47:24,,La #ExtensiónPostnatalDeEmergencia es URGENTE #ChileViolaLosDerechosHumanos de madres y bebés en todo el territorio. No hay salas cunas. Los casos de #COVID__19 van en curva de aumento. @DrEnriqueParis @sebastianpinera @mjose_zaldivar @ceciliamorel  uds dijeron: Los niños primero  https://t.co/qxv23bZLqs,es,"['extensiónpostnataldeemergencia', 'chileviolalosderechoshumanos', 'covid__19']",[],javi_mamasalla,2,0,8,"{'user_id': None, 'username': None}","['extensiónpostnataldeemergencia', 'urgente', 'chileviolalosderechoshumanos', 'madres', 'bebés', 'territorio', 'salas', 'cunas', 'casos', 'covid__19', 'van', 'curva', 'aumento', '_zaldivar', 'uds', 'dijeron', 'niños', 'primero']","['extensiónpostnataldeemergencia', 'urgente', 'chileviolalosderechoshumanos', 'madre', 'bebé', 'territorio', 'sala', 'cuna', 'caso', 'covid__19', 'van', 'curva', 'aumento', '_', 'uds', 'decir', 'niño', 'primero']","[0, 1, 18]","[3, 2, 18]"
1604882429000.0,2020-11-08 21:40:29,,"Aumento de casos de #COVID__19. En #Chile y @sebastianpinera busca que las madres trabajadoras vuelvan a sus trabajos exponiendo a sus bebés a contagio. Muchas NO tienen donde cuidar a sus hijos e hijas. Muchas dejan con sus abuelas, es un riesgo. #ExtensiónPostnatalDeEmergencia",es,"['covid__19', 'chile', 'extensiónpostnataldeemergencia']",[],javi_mamasalla,2,0,2,"{'user_id': None, 'username': None}","['aumento', 'casos', 'covid__19', 'chile', 'busca', 'madres', 'trabajadoras', 'vuelvan', 'trabajos', 'exponiendo', 'bebés', 'contagio', 'muchas', 'cuidar', 'hijos', 'hijas', 'muchas', 'dejan', 'abuelas', 'riesgo', 'extensiónpostnataldeemergencia']","['aumento', 'caso', 'covid__19', 'chile', 'buscar', 'madre', 'trabajador', 'volver', 'trabajo', 'exponer', 'bebé', 'contagio', 'mucho', 'cuidar', 'hijo', 'hija', 'mucho', 'dejan', 'abuela', 'riesgo', 'extensiónpostnataldeemergencia']","[0, 3, 21]","[4, 3, 21]"
1604779746000.0,2020-11-07 17:09:06,,"REPORTE EN #TARAPACÁ 🔴 | @SeremiSalud_I: ✅ 13.157 casos acumulados, 35 nuevos. ✅ Camas UCI Covid aumentaron. ✅ En etapa de Preparación, los recintos deben considerar cambios y considerar los protocolos de funcionamiento y atención a público.  https://t.co/Z4nICKecGu",es,['tarapacá'],[],Gore_Tarapaca,1,0,3,"{'user_id': '1281610321', 'username': 'Gore_Tarapaca'}","['reporte', 'tarapacá', '_i', '13', '157', 'casos', 'acumulados', '35', 'nuevos', 'camas', 'uci', 'covid', 'aumentaron', 'etapa', 'preparación', 'recintos', 'deben', 'considerar', 'cambios', 'considerar', 'protocolos', 'funcionamiento', 'atención', 'público']","['reporte', 'tarapacá', '_', '13', '157', 'caso', 'acumulado', '35', 'nuevo', 'cama', 'uci', 'covir', 'aumentar', 'etapa', 'preparación', 'recinto', 'deber', 'considerar', 'cambio', 'considerar', 'protocolo', 'funcionamiento', 'atención', 'público']","[3, 0, 24]","[3, 2, 24]"
1604768647000.0,2020-11-07 14:04:07,,@Zombiewth Jajajaja si marica asi andaba la gente cuando le dio coronavirus,es,[],[],HugoMarquezF,0,0,0,"{'user_id': '1646078904', 'username': 'Zombiewth'}","['jajajaja', 'si', 'marica', 'asi', 'andaba', 'gente', 'dio', 'coronavirus']","['jajajaja', 'si', 'marica', 'asi', 'andaba', 'gente', 'dar', 'coronavirus']","[0, 1, 8]","[0, 1, 8]"
1604672393000.0,2020-11-06 11:19:53,,Mis hermanos se iba a California en enero de vacaciones. Si sale biden igual existe cierta posibilidad de que cague el viaje. Sus propuestas  en materia de control del covid son de endurecer medidas en la medida que lo amerite. Literal puede que cierre el país o algo parecido,es,[],[],afflictionem,0,0,0,"{'user_id': None, 'username': None}","['hermanos', 'iba', 'california', 'enero', 'vacaciones', 'si', 'sale', 'biden', 'igual', 'existe', 'cierta', 'posibilidad', 'cague', 'viaje', 'propuestas', 'materia', 'control', 'covid', 'endurecer', 'medidas', 'medida', 'amerite', 'literal', 'puede', 'cierre', 'país', 'parecido']","['hermano', 'iba', 'california', 'enero', 'vacaciones', 'si', 'salir', 'biden', 'igual', 'exir', 'cierto', 'posibilidad', 'cague', 'viaje', 'propuesto', 'materia', 'control', 'covir', 'endurecer', 'medido', 'medida', 'ameritar', 'literal', 'puede', 'cierre', 'país', 'parecido']","[3, 0, 27]","[4, 1, 27]"
1604596966000.0,2020-11-05 14:22:46,,▶️Autoridades dan a conocer el reporte actualizado al 5 de noviembre sobre la situación del #Covid_19 en la región de #Tarapacá  #Iquique #AltoHospicio #Tamarugal #CuidémonosEntreTodos #PlanCoronavirus,es,"['covid_19', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']",[],SeremiSalud_I,0,0,0,"{'user_id': None, 'username': None}","['autoridades', 'dan', 'conocer', 'reporte', 'actualizado', '5', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","['autoridad', 'dan', 'conocer', 'reporte', 'actualizado', '5', 'noviembre', 'situación', 'covid_19', 'región', 'tarapacá', 'iquique', 'altohospicio', 'tamarugal', 'cuidémonosentretodos', 'plancoronavirus']","[0, 1, 16]","[1, 1, 16]"
1604526118000.0,2020-11-04 18:41:58,,#chile #pueblosoriginarios #covid_19 Fin del hilo  https://t.co/0Pc7FYrD7U,es,"['chile', 'pueblosoriginarios', 'covid_19']",[],panxo_xavier,0,0,0,"{'user_id': '34301267', 'username': 'panxo_xavier'}","['chile', 'pueblosoriginarios', 'covid_19', 'fin', 'hilo']","['chile', 'pueblosoriginarios', 'covid_19', 'fin', 'hilo']","[0, 0, 5]","[0, 0, 5]"
1604526047000.0,2020-11-04 18:40:47,,#chile #pueblosoriginarios #covid_19  https://t.co/G2mYafTkKh,und,"['chile', 'pueblosoriginarios', 'covid_19']",[],panxo_xavier,0,1,0,"{'user_id': '34301267', 'username': 'panxo_xavier'}","['chile', 'pueblosoriginarios', 'covid_19']","['chile', 'pueblosoriginarios', 'covid_19']","[0, 0, 3]","[0, 0, 3]"
1604525999000.0,2020-11-04 18:39:59,,#chile #pueblosoriginarios #covid_19  https://t.co/ST8fztZ0kt,und,"['chile', 'pueblosoriginarios', 'covid_19']",[],panxo_xavier,0,1,0,"{'user_id': '34301267', 'username': 'panxo_xavier'}","['chile', 'pueblosoriginarios', 'covid_19']","['chile', 'pueblosoriginarios', 'covid_19']","[0, 0, 3]","[0, 0, 3]"
1604525919000.0,2020-11-04 18:38:39,,#chile #pueblosoriginarios #covid_19 aquí les dejo el link del último reporte de Malva Pedrero 👉🏽  https://t.co/LwOF7e27AW  https://t.co/4Vg8asCgIT,es,"['chile', 'pueblosoriginarios', 'covid_19']",[],panxo_xavier,0,1,0,"{'user_id': '34301267', 'username': 'panxo_xavier'}","['chile', 'pueblosoriginarios', 'covid_19', 'aquí', 'dejo', 'link', 'último', 'reporte', 'malva', 'pedrero']","['chile', 'pueblosoriginarios', 'covid_19', 'aquí', 'dejo', 'link', 'último', 'reporte', 'malva', 'pedrero']","[0, 0, 10]","[0, 0, 10]"
1604525839000.0,2020-11-04 18:37:19,,#chile #pueblosoriginarios #covid_19 aquí les dejo la última actualización que ha hecho la antropóloga Malva Pedrero a partir de la combinación de fuentes oficiales/ abro hilo 👇  https://t.co/sngcyqVqvQ,es,"['chile', 'pueblosoriginarios', 'covid_19']",[],panxo_xavier,2,1,0,"{'user_id': None, 'username': None}","['chile', 'pueblosoriginarios', 'covid_19', 'aquí', 'dejo', 'última', 'actualización', 'hecho', 'antropóloga', 'malva', 'pedrero', 'partir', 'combinación', 'fuentes', 'oficiales', 'abro', 'hilo']","['chile', 'pueblosoriginarios', 'covid_19', 'aquí', 'dejo', 'último', 'actualización', 'hecho', 'antropóloga', 'malva', 'pedrero', 'partir', 'combinación', 'fuente', 'oficial', 'abrir', 'hilo']","[0, 0, 17]","[1, 0, 17]"
1604517005000.0,2020-11-04 16:10:05,,"⭕️ AVANZAN ENSAYOS CLÍNICOS #COVID19✔️Gracias a la coordinación interministerial y destacado trabajo científico de universidades y centros clínicos, el Pdte. @sebastianpinera sostuvo una reunión para abordar los ensayos clínicos para una Vacuna Covid-19  #EnsayosClínicosC19  https://t.co/nqwvKU9gyd",es,"['covid19', 'ensayosclínicosc19']",[],GobParinacota,2,0,0,"{'user_id': None, 'username': None}","['avanzan', 'ensayos', 'clínicos', 'covid19', 'gracias', 'coordinación', 'interministerial', 'destacado', 'trabajo', 'científico', 'universidades', 'centros', 'clínicos', 'pdte', 'sostuvo', 'reunión', 'abordar', 'ensayos', 'clínicos', 'vacuna', 'covid', '19', 'ensayosclínicosc19']","['avanzan', 'ensayo', 'clínico', 'covid19', 'gracia', 'coordinación', 'interministerial', 'destacado', 'trabajo', 'científico', 'universidad', 'centro', 'clínico', 'pdte', 'sostener', 'reunión', 'abordar', 'ensayo', 'clínico', 'vacuna', 'covir', '19', 'ensayosclínicosc19']","[4, 0, 23]","[5, 0, 23]"
1604414607000.0,2020-11-03 11:43:27,,@Sita_Afortunada Sao Paulo 147K Ahora solo pienso en : Morir de Covid allá Morir de aburrimiento acá,es,[],[],ximee_rodriguez,1,0,0,"{'user_id': '1140596747829481474', 'username': 'Sita_Afortunada'}","['_afortunada', 'sao', 'paulo', '147k', 'ahora', 'solo', 'pienso', 'morir', 'covid', 'allá', 'morir', 'aburrimiento', 'acá']","['_', 'sao', 'paulo', '147k', 'ahora', 'solo', 'pienso', 'morir', 'covir', 'allá', 'morir', 'aburrimiento', 'acá']","[0, 1, 13]","[0, 1, 13]"
1604334226000.0,2020-11-02 13:23:46,,Y seguimos en pandemia. #COVID19 #COVID #ChileConstituyente #ATENCION #SegundoRetiroDeLasAfp #laguna  https://t.co/ftF5uOroeO,es,"['covid19', 'covid', 'chileconstituyente', 'atencion', 'segundoretirodelasafp', 'laguna']",[],Curva_d_America,0,0,0,"{'user_id': None, 'username': None}","['seguimos', 'pandemia', 'covid19', 'covid', 'chileconstituyente', 'atencion', 'segundoretirodelasafp', 'laguna']","['seguir', 'pandemia', 'covid19', 'covir', 'chileconstituyente', 'atencion', 'segundoretirodelasafp', 'laguna']","[0, 1, 8]","[0, 1, 8]"
